min-fill,min-degree,node count,edge count
0.0011706352233886719,0.00020265579223632812,14,10
0.00031876564025878906,5.340576171875e-05,4,2
0.002559185028076172,0.00032806396484375,13,12
0.0009815692901611328,0.00011038780212402344,13,3
0.0007386207580566406,8.606910705566406e-05,10,9
0.0010874271392822266,0.00015854835510253906,10,3
0.0014235973358154297,0.00016021728515625,10,8
0.0006344318389892578,0.00010919570922851562,10,10
0.0017135143280029297,0.00032329559326171875,10,5
0.002445697784423828,0.00031685829162597656,15,3
0.0018856525421142578,0.00029015541076660156,11,6
0.0012717247009277344,0.0002841949462890625,15,4
0.0012717247009277344,0.0002651214599609375,12,11
0.0017161369323730469,0.00020074844360351562,13,2
0.0005774497985839844,8.606910705566406e-05,8,4
0.00042510032653808594,6.747245788574219e-05,7,4
0.001983642578125,0.0007388591766357422,15,5
0.00031375885009765625,9.5367431640625e-05,3,3
0.00037097930908203125,8.273124694824219e-05,6,5
0.0008549690246582031,0.00016546249389648438,6,4
0.000484466552734375,8.749961853027344e-05,8,2
0.00026917457580566406,8.988380432128906e-05,2,2
0.0019271373748779297,0.00019884109497070312,14,3
0.0014226436614990234,0.0001621246337890625,12,9
0.0009021759033203125,0.00012803077697753906,12,2
0.0004012584686279297,7.796287536621094e-05,6,6
0.001407623291015625,0.0001811981201171875,13,11
0.0006487369537353516,9.441375732421875e-05,11,10
0.0009138584136962891,0.00010633468627929688,9,7
0.00043773651123046875,8.916854858398438e-05,7,3
0.0008938312530517578,0.00010585784912109375,10,4
0.0011599063873291016,0.00011515617370605469,13,13
0.00036406517028808594,0.0001571178436279297,3,2
0.000766754150390625,0.00011205673217773438,13,6
0.0012552738189697266,0.00010347366333007812,14,11
0.0013747215270996094,0.00019550323486328125,14,12
0.0009260177612304688,9.059906005859375e-05,12,10
0.0012836456298828125,0.0001392364501953125,7,2
0.001241922378540039,0.000270843505859375,14,13
0.0007534027099609375,0.00011157989501953125,11,4
0.0012683868408203125,0.00032448768615722656,11,5
0.0008947849273681641,9.560585021972656e-05,6,2
0.0009338855743408203,0.00011277198791503906,12,3
0.0007574558258056641,0.00027489662170410156,10,6
0.0003705024719238281,0.00017142295837402344,5,4
0.0027923583984375,0.0003261566162109375,14,6
0.0002319812774658203,4.00543212890625e-05,4,4
0.00032258033752441406,6.437301635742188e-05,5,2
0.0011219978332519531,0.0001575946807861328,14,8
0.0007665157318115234,8.845329284667969e-05,12,5
0.0018739700317382812,0.0003364086151123047,13,7
0.001569986343383789,0.0001957416534423828,15,8
0.0008368492126464844,8.249282836914062e-05,14,5
0.0007627010345458984,9.34600830078125e-05,12,4
0.0011222362518310547,0.00017833709716796875,11,8
0.0010404586791992188,0.00018310546875,12,8
0.0010223388671875,9.918212890625e-05,12,7
0.0012297630310058594,0.00013446807861328125,11,9
0.0011970996856689453,0.00011754035949707031,15,7
0.00136566162109375,0.00012755393981933594,14,14
0.0014476776123046875,0.00039577484130859375,14,9
0.0013175010681152344,0.00017213821411132812,15,15
0.0006115436553955078,9.942054748535156e-05,10,7
0.0011620521545410156,0.0001461505889892578,13,4
0.0004429817199707031,7.319450378417969e-05,8,7
0.0005040168762207031,8.058547973632812e-05,7,7
0.0006062984466552734,8.20159912109375e-05,9,2
0.0019981861114501953,0.00021576881408691406,15,14
0.0003352165222167969,6.079673767089844e-05,5,3
0.00027823448181152344,0.00011301040649414062,4,3
0.0010287761688232422,0.0001323223114013672,11,2
0.0012652873992919922,0.00017023086547851562,15,6
0.0014414787292480469,0.00042247772216796875,15,10
0.0008642673492431641,8.940696716308594e-05,13,10
0.0012776851654052734,0.00020122528076171875,10,2
0.0004277229309082031,6.556510925292969e-05,7,5
0.001331329345703125,0.00016951560974121094,15,12
0.0012145042419433594,0.0001430511474609375,12,6
0.0006163120269775391,6.4849853515625e-05,8,5
0.0007760524749755859,0.00020074844360351562,9,8
0.0015902519226074219,0.00022268295288085938,15,11
0.0005431175231933594,9.822845458984375e-05,9,6
0.0011582374572753906,0.000148773193359375,11,3
0.0007627010345458984,0.00010228157043457031,13,8
0.0005881786346435547,0.00014162063598632812,8,8
0.0006201267242431641,8.273124694824219e-05,9,5
0.001093149185180664,0.00029754638671875,11,7
0.0003173351287841797,0.00010204315185546875,6,3
0.0009107589721679688,9.965896606445312e-05,11,11
0.0011034011840820312,0.00018286705017089844,13,9
0.0012097358703613281,0.00012969970703125,14,4
0.0007998943328857422,0.00014328956604003906,9,9
0.0012431144714355469,0.00014162063598632812,15,2
0.0008518695831298828,9.298324584960938e-05,14,2
0.0005903244018554688,9.036064147949219e-05,7,6
0.0005390644073486328,9.703636169433594e-05,9,4
0.0006122589111328125,0.0003025531768798828,8,3
0.0008947849273681641,0.00015544891357421875,13,5
0.0008697509765625,0.00016045570373535156,9,3
0.0013363361358642578,0.0001373291015625,14,7
0.00045752525329589844,6.246566772460938e-05,8,6
0.0014493465423583984,0.00023984909057617188,15,13
0.0004360675811767578,6.389617919921875e-05,5,5
0.0017728805541992188,0.00025963783264160156,15,9
0.0011463165283203125,0.00017333030700683594,12,12
